show_id,type,title,director,cast,country,date_added,release_year,duration,listed_in,description,year_added,month_added,day_added,is_movie,cleaned_description,rating_G,rating_PG,rating_PG-13,rating_TV-14,rating_TV-G,rating_TV-PG,rating_TV-Y,rating_TV-Y7,rating_TV-Y7-FV
s765,TV Show,Disney Take Two With Phineas And Ferb (Shorts),Unknown,Unknown,United States,2019-11-12,2010,1 Season,"Animation, Kids, Parody",Real-life celebrities are interviewed by Phineas and Ferb.,2019.0,11.0,12.0,0,celebrity interviewed phineas ferb,False,False,False,False,True,False,False,False,False
s766,TV Show,Disney Tangled: The Series - Short Cuts,Unknown,Unknown,Unknown,2019-11-12,2016,1 Season,"Action-Adventure, Animation, Comedy",Get to know the colorful residents of Corona.,2019.0,11.0,12.0,0,get know colorful resident corona,False,False,False,False,False,False,False,True,False
s767,Movie,Disney Under The Sea: A Descendants Short Story,Hasraf Dulull,Unknown,Unknown,2019-11-12,2018,10 min,"Fantasy, Musical, Thriller",Mal emerges from the forest where she meets Dizzy.,2019.0,11.0,12.0,1,mal emerges forest meet dizzy,False,False,False,False,True,False,False,False,False
s768,TV Show,Disney's Adventures Of The Gummi Bears,Unknown,"Bill Scott, Christian Jacobs, Brett Johnson, David Faustino, Paul Winchell, Jason Marsden",United States,2019-11-12,1985,6 Seasons,"Action-Adventure, Animation, Fantasy",The magical Gummi Bears discover their rich history.,2019.0,11.0,12.0,0,magical gummi bear discover rich history,False,False,False,False,False,False,False,True,False
s769,TV Show,Disney's Doug,Unknown,"Connie Shulman, Doug Preis, Alice Playten, Chris Phillips, Fred Newman, Thomas McHugh",United States,2019-11-12,1996,3 Seasons,"Animation, Comedy, Coming of Age","Doug uses his imagination to navigate through tests of friendship, love, school, and growing up.",2019.0,11.0,12.0,0,doug us imagination navigate test friendship love school growing,False,False,False,False,False,False,False,True,False
s770,Movie,Disney's Fairy Tale Weddings,Chris Wilson,"Ben Higgins, Lauren Bushnell",Unknown,2019-11-12,2017,64 min,"Family, Lifestyle, Reality",A look at the magical weddings at Disney Destinations.,2019.0,11.0,12.0,1,look magical wedding disney destination,False,False,False,False,False,True,False,False,False
s771,Movie,Disney's Fairy Tale Weddings: Holiday Magic,Chris Wilson,"Stephen Boss, Allison Holker",Unknown,2019-11-12,2017,42 min,"Family, Lifestyle, Reality",Holiday Disney weddings and proposals.,2019.0,11.0,12.0,1,holiday disney wedding proposal,False,False,False,False,False,True,False,False,False
s772,TV Show,Disney's Hercules: The Animated Series,Unknown,"Tate Donovan, Sandra Bernhard, Robert Costanzo, Matt Frewer, Bobcat Goldthwait, French Stewart",United States,2019-11-12,1998,1 Season,"Action-Adventure, Animation, Comedy",Follow Herc's many labors during the years he spent training on how to be a hero.,2019.0,11.0,12.0,0,follow herc many labor year spent training hero,False,False,False,False,False,False,False,True,False
s773,TV Show,Disney's Kim Possible,Unknown,"Christy Romano, Will Friedle, Nancy Cartwright, Tahj Mowry","United States, Philippines, South Korea",2019-11-12,2001,4 Seasons,"Action-Adventure, Animation, Comedy","Kim Possible is a high school girl who, in her spare time, saves the world from evil villains.",2019.0,11.0,12.0,0,kim possible high school girl spare time save world evil villain,False,False,False,False,True,False,False,False,False
s774,TV Show,Disney's Little Einsteins,Unknown,"Erica Huang, Aiden Pompey, Jesse Schwartz, Natalia Wojcik",United States,2019-11-12,2005,2 Seasons,"Action-Adventure, Animation, Kids",This innovative new series provides preschoolers with new ways to hear and see music and art.,2019.0,11.0,12.0,0,innovative new series provides preschooler new way hear see music art,False,False,False,False,False,False,True,False,False
s775,TV Show,Disney's Mighty Ducks,Unknown,"James Belushi, Brad Garrett, Jeff Bennett, Jennifer Hale, Clancy Brown, Tony Jay",United States,2019-11-12,1996,1 Season,"Action-Adventure, Animation, Comedy",Hockey-loving alien ducks are stranded on Earth and must protect it from the evil Dragaunus.,2019.0,11.0,12.0,0,alien duck stranded earth must protect evil dragaunus,False,False,False,False,False,False,False,True,False
s776,TV Show,Disney's Recess,Unknown,"Rickey Collins, Jason Davis, Ashley Johnson, Ross Malinger, Courtland Mead, Pamela Segall",United States,2019-11-12,1997,3 Seasons,"Animation, Comedy, Kids",A portrayal of life at Third Street Elementary School.,2019.0,11.0,12.0,0,portrayal life third street elementary school,False,False,False,False,False,False,False,True,False
s777,TV Show,Disney's The Emperor's New School,Unknown,"Shane Baumel, Jessica DiCicco, Wendie Malick, Fred Tatasciore, Jeff Bennett, Jessie Flower",United States,2019-11-12,2005,2 Seasons,"Animation, Comedy, Coming of Age","Disney's The Emperor's New School is a unique comedy about Kuzco, a self-centered and spoiled teen.",2019.0,11.0,12.0,0,disney emperor new school unique comedy kuzco spoiled teen,False,False,False,False,True,False,False,False,False
s778,Movie,Disney's The Kid,Jon Turteltaub,"Bruce Willis, Spencer Breslin, Emily Mortimer, Lily Tomlin, Chi McBride, Jean Smart",United States,2019-11-12,2000,105 min,"Comedy, Drama, Family",A man's life is upended when he meets an 8-year-old version of himself.,2019.0,11.0,12.0,1,man life upended meet version,False,True,False,False,False,False,False,False,False
s779,TV Show,Disney's The Little Mermaid (Series),Unknown,"Jodi Benson, Samuel Wright, Ken Mars, Edan Gross",United States,2019-11-12,1992,3 Seasons,"Action-Adventure, Animation, Fantasy","Follow Ariel's adventures as a mermaid living under the sea with her father, King Triton.",2019.0,11.0,12.0,0,follow ariel adventure mermaid living sea father king triton,False,False,False,False,False,False,False,True,False
s780,Movie,Disneyland Around the Seasons (Walt Disney's Wonderful World of Color: 1961-69),Hamilton Luske,Walt Disney,United States,2019-11-12,1966,51 min,"Documentary, Family, Variety",Walt Disney talks about Disneyland in 1966. See details for advisory.,2019.0,11.0,12.0,1,walt disney talk disneyland see detail advisory,False,False,False,False,False,True,False,False,False
s781,Movie,Disneynature African Cats,Keith Scholey,Samuel Jackson,United States,2019-11-12,2011,90 min,"Animals & Nature, Documentary, Family",Come face-to-face with the wildly majestic African lions of the savanna.,2019.0,11.0,12.0,1,come wildly majestic african lion savanna,True,False,False,False,False,False,False,False,False
s782,Movie,Disneynature Bears,"Alastair Fothergill, Keith Scholey",John Reilly,United States,2019-11-12,2014,78 min,"Animals & Nature, Documentary, Family",A mother bear teaches her two impressionable cubs important life lessons.,2019.0,11.0,12.0,1,mother bear teach two impressionable cub important life lesson,True,False,False,False,False,False,False,False,False
s783,Movie,Disneynature Born in China,Lu Chuan,John Krasinski,"United Kingdom, China, United States",2019-11-12,2017,81 min,"Animals & Nature, Documentary, Family",Embrace the beauty of China's vast terrain – and the life that inhabits it.,2019.0,11.0,12.0,1,embrace beauty china vast terrain life inhabits,True,False,False,False,False,False,False,False,False
s784,Movie,Disneynature Chimpanzee,"Alastair Fothergill, Mark Linfield",Tim Allen,"Tanzania, United States",2019-11-12,2012,79 min,"Animals & Nature, Documentary, Family",Meet a remarkable young chimpanzee who sees his world as his playground.,2019.0,11.0,12.0,1,meet remarkable young chimpanzee see world playground,True,False,False,False,False,False,False,False,False
s785,Movie,Disneynature Crimson Wing,"Matthew Aeberhard, Leander Ward",Mariella Frostrup,"United States, United Kingdom",2019-11-12,2008,78 min,"Animals & Nature, Documentary, Family",A million flamingos struggle to survive in the remote Tanzanian wilderness.,2019.0,11.0,12.0,1,million flamingo struggle survive remote tanzanian wilderness,True,False,False,False,False,False,False,False,False
s786,Movie,Disneynature Monkey Kingdom,Mark Linfield,Tina Fey,United States,2019-11-12,2015,82 min,"Animals & Nature, Documentary, Family","Forced from their home among ancient ruins, a mother monkey must lead her son to safety.",2019.0,11.0,12.0,1,forced home among ancient ruin mother monkey must lead son safety,True,False,False,False,False,False,False,False,False
s787,Movie,Disneynature Wings of Life,Louie Schwartzberg,Meryl Streep,"United States, Panama, Mexico",2019-11-12,2011,81 min,"Animals & Nature, Documentary, Family","An intimate look at butterflies, hummingbirds, bees, bats and flowers.",2019.0,11.0,12.0,1,intimate look butterfly hummingbird bee bat flower,True,False,False,False,False,False,False,False,False
s788,TV Show,Dog Whisperer with Cesar Millan,Unknown,Cesar Millan,United States,2019-11-12,2004,6 Seasons,"Animals & Nature, Docuseries, Family",World-renowned dog expert Cesar Millan helps dogs and their owners overcome behavior issues.,2019.0,11.0,12.0,0,dog expert cesar millan help dog owner overcome behavior issue,False,False,False,False,True,False,False,False,False
s789,Movie,Don't Look Under the Bed,Kenneth Johnson,"Erin Chambers, Eric Hodges II, Eric Hodges, Robin Riker, Steve Valentine, Jake Sakson",United States,2019-11-12,1999,93 min,"Coming of Age, Fantasy",Teen Frances McCausland is framed for the Boogeyman's mischievous pranks.,2019.0,11.0,12.0,1,teen france mccausland framed boogeyman mischievous prank,False,False,False,False,False,True,False,False,False
s790,Movie,Donald's Golf Game,Jack King,Unknown,United States,2019-11-12,1938,8 min,"Animation, Comedy, Family",Donald tries to impress his nephews at golfing. See details for advisory.,2019.0,11.0,12.0,1,donald try impress nephew golfing see detail advisory,False,False,False,False,True,False,False,False,False
s791,Movie,Donald's Tire Trouble,Dick Lundy,Unknown,United States,2019-11-12,1943,8 min,"Animation, Comedy, Family",Donald is frustrated in his attempts to fix a flat tire. See details for advisory.,2019.0,11.0,12.0,1,donald frustrated attempt fix flat tire see detail advisory,False,False,False,False,True,False,False,False,False
s792,Movie,Double Teamed,Duwayne Dunham,"Poppi Monroe, Annie McElwain, Teal Redmann, Nick Searcy, Tanya Goott, Joey Miyashima",United States,2019-11-12,2002,93 min,"Biographical, Sports",The WNBA's Burge twins inspire this film about sisterhood and teamwork.,2019.0,11.0,12.0,1,wnba burge twin inspire film sisterhood teamwork,False,False,False,False,True,False,False,False,False
s793,Movie,Doug's 1st Movie,Maurice Joyce,"Thomas McHugh, Fred Newman, Chris Phillips, Constance Shulman, Frank Welker, Doug Preis",United States,2019-11-12,1999,80 min,"Animation, Comedy, Family","Doug and his friends discover the ""monster"" of Lucky Duck Lake.",2019.0,11.0,12.0,1,doug friend discover monster lucky duck lake,True,False,False,False,False,False,False,False,False
s794,TV Show,"Dr. T, Lone Star Vet",Unknown,Dr. Lauren Thielen,United States,2019-11-12,2019,1 Season,"Docuseries, Family, Medical","Dr. T, Lone Star Vet follows Dr. T as she faces the most compelling cases of her career.",2019.0,11.0,12.0,0,lone star vet follows face compelling case career,False,False,False,False,False,True,False,False,False
s795,Movie,DuckTales The Movie: Treasure of the Lost Lamp,Bob Hathcock,"Alan Young, Terence McGovern, Russi Taylor, Richard Libertini, Christopher Lloyd, June Foray","France, United States",2019-11-12,1990,75 min,"Action-Adventure, Animation, Comedy",Scrooge and his nephews search for the long-lost loot of Collie Baba.,2019.0,11.0,12.0,1,scrooge nephew search loot collie baba,True,False,False,False,False,False,False,False,False
s796,Movie,Dug's Special Mission,Ronnie Del Carmen,"Bob Peterson, Delroy Lindo, Jerome Ranft",United States,2019-11-12,2009,6 min,"Animation, Comedy, Family",Dug finds where he belongs is not where he's been looking.,2019.0,11.0,12.0,1,dug find belongs looking,False,False,False,False,False,True,False,False,False
s797,Movie,Dumbo,Tim Burton,"Colin Farrell, Michael Keaton, Danny DeVito, Eva Green, Alan Arkin, Nico Parker","United States, United Kingdom, Australia, Canada",2019-11-12,2019,117 min,"Action-Adventure, Family, Fantasy",A flying elephant helps show that differences and family can be cherished.,2019.0,11.0,12.0,1,flying elephant help show difference family cherished,False,True,False,False,False,False,False,False,False
s798,Movie,Early to Bed,Jack Kinney,Unknown,United States,2019-11-12,1941,9 min,"Animation, Comedy, Family",A ticking alarm clock keeps Donald awake. See details for advisory.,2019.0,11.0,12.0,1,ticking alarm clock keep donald awake see detail advisory,False,False,False,False,True,False,False,False,False
s799,Movie,Earth Live,Glenn Weiss,"Jane Lynch, Phil Keoghan, Chris Packham",United States,2019-11-12,2017,94 min,"Animals & Nature, Documentary, Family","Earth Live gives viewers a unique, live view of wildlife around the world.",2019.0,11.0,12.0,1,earth live give viewer unique live view wildlife around world,False,False,False,False,False,True,False,False,False
s800,Movie,Easter Island Unsolved,Geoff Luck,Peter Demeo,United States,2019-11-12,2018,45 min,"Documentary, Historical","Easter Island is a riddle, and its mysterious past may hold clues to its future.",2019.0,11.0,12.0,1,easter island riddle mysterious past may hold clue future,False,False,False,True,False,False,False,False,False
s801,Movie,Eddie's Million Dollar Cook-off,Paul Hoen,"Taylor Ball, Orlando Brown, Reiley McClendon, Mark Taylor, Rose McIver, Kylie Leydon",United States,2019-11-12,2003,86 min,"Comedy, Coming of Age, Sports",A baseball prodigy swings for the culinary fences in a cooking competition.,2019.0,11.0,12.0,1,baseball prodigy swing culinary fence cooking competition,False,False,False,False,True,False,False,False,False
s802,Movie,Eight Below,Frank Marshall,"Paul Walker, Bruce Greenwood, Moon Bloodgood, Wendy Crewson, Gerard Plunkett, August Schellenberg",United States,2019-11-12,2006,122 min,"Action-Adventure, Animals & Nature, Drama",An Antarctic storm threatens eight sled dogs alone in the wilderness.,2019.0,11.0,12.0,1,antarctic storm threatens eight sled dog alone wilderness,False,True,False,False,False,False,False,False,False
s803,TV Show,Elena of Avalor (Shorts),Unknown,"Aimee Carrero, Jenna Ortega, Maximus Riegel, Gia Lopez, Desmond Gerber, Mick Wingert",Unknown,2019-11-12,2017,2 Seasons,"Action-Adventure, Animation, Fantasy",Elena travels to Vallestrella and trains with Zuzo!,2019.0,11.0,12.0,0,elena travel vallestrella train zuzo,False,False,False,False,False,False,True,False,False
s804,Movie,Emil and the Detectives,Peter Tewksbury,"Walter Slezak, Roger Mobley, Heinz Schubert, Peter Ehrlich, Cindy Cassell, Elsa Wagner",United States,2019-11-12,1964,98 min,"Action-Adventure, Crime, Family","When a young boy's money is stolen, the search is on for the thief.",2019.0,11.0,12.0,1,young boy money stolen search thief,False,False,False,False,False,True,False,False,False
s805,Movie,Empire of Dreams: The Story of the Star Wars Trilogy,"Edith Becker, Kevin Burns","Robert Clotworthy, Walter Cronkite, Anthony Daniels, Warwick Davis, Carrie Fisher, Harrison Ford",United States,2019-11-12,2004,151 min,Documentary,"Explore the creation of Star Wars, a saga few thought could ever be made.",2019.0,11.0,12.0,1,explore creation star war saga thought could ever made,False,False,False,True,False,False,False,False,False
s806,TV Show,Encore!,Unknown,"Kristen Bell, Roger Love, Susan Egan, Ali Stroker, Stephen Schwartz",United States,2019-11-12,2019,1 Season,"Music, Reality",Kristen Bell reunites former high school classmates to re-stage musicals they performed in the past.,2019.0,11.0,12.0,0,kristen bell reunites former high school classmate musical performed past,False,False,False,True,False,False,False,False,False
